Issued by Organization,Issued for Organization,Title,Tender No,Procurement Method,Issued Date,Amendments,Closing Date,Successful Vendor,Successful Vendor City,Province,Country,Award Total,Date Awarded
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Ensemble weather forecast data uncertainty improvements,1070-30/OT21FHQ173,SRFP,2020-10-07,0,2020-10-29,Weatherlogics Inc,Winnipeg,Manitoba,Canada,"$14,995.00",2020-11-25
Ministry of Citizens' Services,Ministry of Citizens' Services,Professional Facilities Consultant Services,ON-003564,RFP,2020-11-05,2,2020-11-13,N/A,,,,$0.00,2020-11-26
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",GS21MRB325 - Sun Peaks WRR Operational Treatments,GS21MRB325,ITT,2020-09-24,0,2020-10-15,N/A,,,,$0.00,2020-11-26
Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,Temporary Body Storage in Duncan area ,BCCS21NOI706A,NOI,2020-10-21,0,2020-11-04,HW WALLACE CREMATION AND BURIAL CENTRE INC.,Duncan,British Columbia,Canada,"$50,000.00",2020-11-26
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",SPRING TREE PLANTING –NRFL/ SHANNON CREEK,PL22DSE002,ITT,2020-10-15,0,2020-11-26,Greenpeaks Resource Management Ltd,Nakusp,British Columbia,Canada,"$14,250.00",2020-11-26
Procurement Services Branch,Ministry of Agriculture,Labratory Automated 96-well Microplate Washer,ITQ-006368,Itq,2020-11-19,2,2020-11-24,Fisher Scientific Ltd,Nepean,Ontario,Canada,"$8,877.94",2020-11-26
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Danger Tree Assessment in the Beaver Lodge Forest Lands,GS21NAN508,ITT,2020-09-23,0,2020-10-14,Osprey Forest Operations Ltd.,Victoria,British Columbia,Canada,"$2,800.00",2020-11-26
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Wildfire Risk Reduction Treatments along Mackenzie Highway 39,10005-40/FS21DMK024,ITT,2020-11-04,0,2020-11-19,N/A,,,,$0.00,2020-11-27
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Wildfire Risk Reduction Treatments along Mackenzie Highway 39,10005-40/FS21DMK024,ITT,2020-11-04,0,2020-11-19,N/A,,,,$0.00,2020-11-27
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,BC Bid Procurement Application and Change Management Specialist,PCRMS201023,RFP,2020-11-04,4,2020-11-10,BDO Canada LLP,Ottawa,Ontario,Canada,"$150,000.00",2020-11-27
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,"Technical Design Review Engineer, Pattullo Bridge Replacement",PBR TEC 2021 16,RFP,2020-10-07,1,2020-10-15,Sun Coast Consulting Ltd.,Vancouver,British Columbia,Canada,"$290,000.00",2020-11-27
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Improving BC's Provincial Inventory of GHGs - Waste,GS21JHQ081,SRFP,2020-09-11,0,2020-10-09,GHD Ltd,Calgary,Alberta,Canada,"$20,000.00",2020-11-30
Procurement Services Branch,Ministry of Transportation and Infrastructure,Rental of Portable Digital Message Sign (Greater Vancouver),ITQ-006372,Itq,2020-11-13,1,2020-11-20,ATS Traffic - British Columbia Ltd,Langley,British Columbia,Canada,"$35,280.00",2020-11-30
Procurement Services Branch,Ministry of Citizens' Services,Nuance Dragon Professional License and Support (Victoria),ITQ-006362,Itq,2020-11-04,1,2020-11-12,VocaLinks Inc.,Scarborough,Ontario,Canada,"$64,725.92",2020-11-30
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Improving BC's Provincial Inventory of GHGs - Road Transport,GS21JHQ076,SRFP,2020-10-02,1,2020-10-09,Licker Geospatial Consulting Ltd,Vancouver,British Columbia,Canada,"$62,500.00",2020-11-30
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,"Clean Coast, Clean Waters Initiative Fund",11801,RFP,2020-11-03,3,2020-11-04,PricewaterhouseCoopers LLP,Victoria,British Columbia,Canada,"$10,000,000.00",2020-11-30
Ministry of Children and Family Development,Ministry of Children and Family Development,2 Bed CYSN Staffed Behavioural & Respite Resource Kootenay ,MCFD-12-2020,RFP,2020-10-28,1,2020-11-16,PDR Investmensts Inc.  dba Interior HomeCare Solutions,Vernon,British Columbia,Canada,"$583,264.28",2020-12-01
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Starratt/Cranberry Marsh WMA Viewing Tower Inspection-Valemount,GS21DPG631,ITQ,2020-10-26,1,2020-11-17,Logic NDT Solutions Ltd.,Calgary,Alberta,Canada,"$2,055.00",2020-12-02
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Stream Crossing Design Starratt/Cranberry Marsh - Valemount,GS21DPG629,ITQ,2020-10-26,1,2020-11-17,StoneCroft Engineering Ltd.,Campbell River,British Columbia,Canada,"$8,100.00",2020-12-02
Procurement Services Branch,Ministry of Transportation and Infrastructure,Supply and Delivery of one (1) Mountain Snowmobile (Hope),ITQ-006360,Itq,2020-11-05,1,2020-11-10,Greater Vancouver Powersports Inc.,Langley,British Columbia,Canada,"$18,623.73",2020-12-02
"Ministry of Energy, Mines, and Petroleum Resources","Ministry of Energy, Mines, and Petroleum Resources",Columbia River Treaty Governance Project,GS21MAN0017S,SRFP,2020-09-14,0,2020-10-16,Pacific Resolutions,North Saanich,British Columbia,Canada,"$90,000.00",2020-12-02
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Sea-to-Sky District - 2020 Bridge Guard Rail Replacement Project,EN20NAN902,ITT,2020-11-26,2,2020-12-02,Surespan Construction Ltd.,North Vancouver,British Columbia,Canada,"$338,947.36",2020-12-02
Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,Body Removal and Transport - Oceanside,PSSGBCCS21ITQ706,ITQ,2020-10-21,0,2020-11-04,Yates Memorial Services,Parksville,British Columbia,Canada,"$150,000.00",2020-12-02
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Hard Drives,ITQ-006371,Itq,2020-11-20,1,2020-11-30,ITEXPRESS DIRECT INC.,Oakville,Ontario,Canada,"$23,404.50",2020-12-03
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Transport of 5 wide Trailer to Penticton & Lytton Fire Zones,ITT21BCWSHQ010_A,ITT,2020-11-20,3,2020-11-23,Blue Collar Silviculture Ltd,Quesnel,British Columbia,Canada,"$28,561.00",2020-12-03
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Renovation of Equipment Cache Building - Penticton Fire zone,ITT21BCWSHQ009,ITT,2020-11-09,3,2020-11-19,Wildstone Contruction adn Engineering Ltd,Victoria,British Columbia,Canada,"$264,953.00",2020-12-03
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Design, Fabrication, Construction of a 4 wide modular building",RPF21BCWSHQ008,RFP,2020-11-12,3,2020-11-19,Wildstone Construction and Engineering Ltd,Victoria,British Columbia,Canada,"$635,044.00",2020-12-03
Procurement Services Branch,Ministry of Citizens' Services,AG Red Hat JBoss EAP Subscription Renewal,ITQ-006378,Itq,2020-11-19,0,2020-11-27,Myra Systems Corp,Victoria,British Columbia,Canada,"$21,105.48",2020-12-03
Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,SRFP for Review of Vancouver Police Board (PART A),SGPSPB2166804,SRFP,2020-10-01,2,2020-10-15,N/A,,,,$0.00,2020-12-04
Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,SRFP for Review of Vancouver Police Board (PART A),SGPSPB2166804,SRFP,2020-10-01,2,2020-10-15,N/A,,,,$0.00,2020-12-04
Procurement Services Branch,Ministry of Public Safety and Solicitor General,8 Ion Scanners (Victoria),ITQ-006380,Itq,2020-11-24,1,2020-12-02,Visiontec (2008) Limited,Mississauga,Ontario,Canada,"$396,485.64",2020-12-04
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,EOTECH HWS EXPS3-0 red dot rifle scope (Kamloops),ITQ-006376,Itq,2020-11-17,0,2020-11-25,M.D. Charlton Company Ltd,Victoria,British Columbia,Canada,"$51,518.88",2020-12-04
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Moose SRB Inventory for Lower Skeena PMU,GS20RSK036SF,SRFP,2019-11-08,0,2019-12-06,No successful proponents,Victoria,British Columbia,Canada,$0.00,2020-12-06
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Omineca Granular Surfacing Aggregate Production - DPG,EN21PGN310,ITT,2020-11-19,0,2020-12-07,Terus Construction Ltd. dba Selkirk Paving,Crescent Valley,British Columbia,Canada,"$317,820.55",2020-12-07
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",HEAVY DUTY SNOWMOBILE - 1 UNIT (TERRACE),ITQ-006385,Itq,2020-11-26,0,2020-12-04,Cycle North Enterprises Ltd,Prince George,British Columbia,Canada,"$16,240.00",2020-12-07
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",2 x Fabric Covered Steel Framed Buildings for Equipment Depots,HQK-020,ITQ,2020-11-04,0,2020-11-20,SpanMaster Structures Ltd,Tappen,British Columbia,Canada,"$177,395.07",2020-12-07
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Fabricate & Supply 2 Bridges (Maka Murray & Criss Lake),ITQ-006374,Itq,2020-11-18,2,2020-11-23,Rapid-Span Structures Ltd,Armstrong,British Columbia,Canada,"$361,474.40",2020-12-08
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,60 INFORCE-WMLx weapon lights,ITQ-006377,Itq,2020-11-20,0,2020-12-03,Rampart International Corp,Ottawa,Ontario,Canada,"$13,160.70",2020-12-08
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Fort St. James Minaret VRI Photo Interp & Digital Map Production,1070-30/OT21FHQ179,RFP,2020-11-10,2,2020-11-16,Ecora Engineering & Resource Group Ltd.,Prince George,British Columbia,Canada,"$1,159,221.77",2020-12-08
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",South Skeena Motorized Access Management for Mountain Goats,GS21RSK028SF,SRFP,2020-11-04,0,2020-11-25,Sandra Blair DBA Downstream Consulting and Design,Terrace,British Columbia,Canada,"$35,580.00",2020-12-08
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Road Side Brushing,EN21DSN038-A,ITT,2020-11-02,0,2020-11-17,N/A,,,,$0.00,2020-12-09
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Reversible Lane Control System Implementation,12878MJ0001,MOTITT,2020-11-19,3,2020-11-26,Paladin Technologies Inc,Vancouver,British Columbia,Canada,"$4,667,266.00",2020-12-09
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Meier Road Fire Hazard Management Project,FS21DSN035,ITT,2020-10-26,0,2020-11-18,N/A,,,,$0.00,2020-12-10
Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,SRFP for Review of Vancouver Police Board (PART B),SGPSPB2166805,SRFP,2020-10-01,2,2020-10-15,DAVID LOUKIDELIS QC LAW CORPORATION,Edmonton,Alberta,Canada,"$15,000.00",2020-12-10
Ministry of Public Safety and Solicitor General,Ministry of Public Safety and Solicitor General,SRFP for Review of Vancouver Police Board (PART B),SGPSPB2166805,SRFP,2020-10-01,2,2020-10-15,DAVID LOUKIDELIS QC LAW CORPORATION,Edmonton,Alberta,Canada,"$15,000.00",2020-12-10
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Recreation Picnic Table Supply ,REC6473_SCTABLE,ITQ,2020-12-07,2,2020-12-11,0992760 BC Ltd,Burnaby,British Columbia,Canada,$237.00,2020-12-11
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Fort St. James Minaret VRI Phase I Quality Assurance,1070-30/OT21FHQ197,ITT,2020-11-03,1,2020-12-03,1634459 Alberta Ltd.,Edmonton,Alberta,Canada,"$133,494.31",2020-12-11
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",SUPPLY & DELIVERY OF LIGHT DUTY ATV (QUESNEL),ITQ-006387,Itq,2020-11-27,0,2020-12-08,Cycle North Enterprises Ltd,Prince George,British Columbia,Canada,"$10,660.16",2020-12-15
Procurement Services Branch,Ministry of Public Safety and Solicitor General,BC Corrections PHEV's.,ITQ-006391,Itq,2020-12-02,2,2020-12-09,1201934 B.C. Ltd.,Richmond,British Columbia,Canada,"$223,728.79",2020-12-15
Procurement Services Branch,Ministry of Public Safety and Solicitor General,BC Corrections PHEVs.,ITQ-006392,Itq,2020-12-02,2,2020-12-09,1201934 B.C. Ltd.,Richmond,British Columbia,Canada,"$225,408.79",2020-12-15
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Search and Destroy of Mountain Pine Beetle,FH21DND011,ITT,2020-11-18,0,2020-12-03,Finlay Lake Forestry Ltd.,Smithers,British Columbia,Canada,"$75,500.00",2020-12-15
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",FH21DND012 Search and Destroy MPB Nadina Forest District,FH21DND012,ITT,2020-11-18,0,2020-12-03,Finlay Lake Forestry Ltd.,Smithers,British Columbia,Canada,"$69,500.00",2020-12-15
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Naikoon well remediation,CP21SME027,ITQ,2020-11-12,0,2020-12-03,Double D Drilling Ltd.,Terrace,British Columbia,Canada,"$19,900.00",2020-12-15
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Tactical Restoration Plan Pink Mountain Caribou Herd,PINK-001,SRFP,2020-12-02,3,2020-12-03,Golder Associates Ltd,Edmonton,Alberta,Canada,"$45,500.00",2020-12-16
Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,AS & WHEN REQUIRED FIRST AID SERVICES - NORTH PEACE,331LM9229-FA,ITB,2020-12-10,0,2020-12-16,Tactical Medical Service Inc.,Nanaimo,British Columbia,Canada,"$50,000.00",2020-12-16
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Penticton Zone Fire Base – Utility Service Upgrade ,ITT21BCWSHQ011,ITT,2020-12-09,3,2020-12-11,Keldon Electric Ltd,Penticton,British Columbia,Canada,"$96,890.00",2020-12-16
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Ground Truthing Spruce Beetle Imapcted Stands in PG Forest Dist.,FH21DPG624,ITT,2020-11-26,0,2020-12-10,Spectrum Resource Group Inc.,Prince George,British Columbia,Canada,"$33,997.90",2020-12-16
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,FY21 BC PARKS C&E UPFITTING 6 UNITS,ITQ-006384,Itq,2020-12-01,0,2020-12-09,Mega Technical Holdings Ltd,Chilliwack,British Columbia,Canada,"$182,165.23",2020-12-17
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,FY21 - COS UPFITTING ,ITQ-006404,Itq,2020-12-02,1,2020-12-10,Mega Technical Holdings Ltd,Chilliwack,British Columbia,Canada,"$347,148.75",2020-12-17
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.","Modification of the MV ""Forest Patrol"" for TC Upgrades",GS21NAN742,ITT,2020-12-03,0,2020-12-17,Canadian Maritime Engineering Limited,Port Alberni,British Columbia,Canada,"$418,546.17",2020-12-17
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Haida Gwaii - Stanley & Moresby FSR Roadside Brushing,EN21NAN812,ITT,2020-11-24,0,2020-12-08,O'Brien & Fuerst Logging Ltd,Port Clements,British Columbia,Canada,"$49,500.00",2020-12-17
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Improving BC's Provincial Inventory of GHGs - Industry Reporting,GS21JHQ077,SRFP,2020-09-16,1,2020-10-09,WSP Canada Inc.,Vancouver,British Columbia,Canada,"$64,500.00",2020-12-17
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Architectural Services Tree Seed Centre Addition ,GS21JHQ012,RFP,2020-11-13,8,2020-11-16,ph5 architecture inc BC0822419,Vancouver,British Columbia,Canada,"$330,790.00",2020-12-17
Procurement Services Branch,Ministry of Transportation and Infrastructure,Galvanic Anodes (Prince George),ITQ-006382,Itq,2020-11-30,0,2020-12-08,Vector Corrosion Technologies Ltd.,Delta,British Columbia,Canada,"$27,950.00",2020-12-18
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,Amendment Conkle Lake Park Fuel Reduction Ecosystem Restoration,11826,RFP,2020-11-20,2,2020-11-26,Green Peaks Resource Management LTD.,Midway,British Columbia,Canada,"$285,685.00",2020-12-18
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,.40 Caliber Duty and Training Ammunition,ITQ-006394,Itq,2020-12-03,1,2020-12-16,Korth Group Ltd.,Okotoks,Alberta,Canada,"$3,476.55",2020-12-18
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Supply & Delivery of Ammunition .308 Caliber Duty(Kamloops),ITQ-006396,Itq,2020-12-01,0,2020-12-11,Korth Group Ltd.,Okotoks,Alberta,Canada,"$8,557.50",2020-12-18
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Spruce Beetle Ground Surveys ,FH21DPG621,ITT,2020-11-26,1,2020-12-08,Spectrum Resource Group Inc,Prince George,British Columbia,Canada,"$67,659.00",2020-12-18
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",R2-298 Bridge Install for Fish Passage,EN21PGN308,ITT,2020-12-15,4,2020-12-18,West Horizon Contracting Inc.,Smithers,British Columbia,Canada,"$419,000.00",2020-12-18
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,.40 Caliber Duty and Training Ammunition,ITQ-006394,Itq,2020-12-03,1,2020-12-16,M.D. Charlton Company Ltd,Victoria,British Columbia,Canada,"$16,117.92",2020-12-18
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Northern Mountain Caribou Range Delineation Strategy,GS20RSK051SF,SRFP,2019-11-22,1,2019-12-03,Chrysalis Ecological,Sherwood Park,Alberta,Canada,"$20,000.00",2020-12-20
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",SUPPLY & DELIVERY OF BOAT/MOTOR (NELSON),ITQ-006395,Itq,2020-12-03,1,2020-12-09,Jones Boys Boats (1999) Ltd,Ainsworth,British Columbia,Canada,"$24,155.04",2020-12-21
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Design, fabricate supply 2 all steel portable bridges HaidaGwaii",ITQ-006413,Itq,2020-12-07,0,2020-12-15,Rapid-Span Structures Ltd,Armstrong,British Columbia,Canada,"$117,376.00",2020-12-21
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","N2-013 Design, Fabricate and Supply substructure& Ballast Wall",ITQ-006411,Itq,2020-12-07,1,2020-12-15,Pioneer Precast Products,Chilliwack,British Columbia,Canada,"$40,821.76",2020-12-21
Procurement Services Branch,Ministry of Citizens' Services,Splunk Enterprise Term License with Standard Success Plan,ITQ-006419,Itq,2020-12-09,1,2020-12-17,CDW Canada Inc,Etobicoke,Ontario,Canada,"$124,304.89",2020-12-21
Procurement Services Branch,Ministry of Citizens' Services,Insperity OrgPlus 100 Licenses (Victoria) (RePost),ITQ-006364R,Itq,2020-12-07,0,2020-12-15,SHI Canada ULC,Toronto,Ontario,Canada,"$49,970.42",2020-12-22
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Meier Road Fire Hazard Management Project,FS21DSN035,ITT,2020-10-26,0,2020-11-18,N/A,,,,$0.00,2020-12-23
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Apple IPADS,ITQ-006405,Itq,2020-12-08,0,2020-12-18,341234 BC Ltd,Burnaby,British Columbia,Canada,"$16,249.63",2020-12-23
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,"Training Ammunition 7.62 x 51 mm 90,000 rounds",ITQ-006398,Itq,2020-12-03,0,2020-12-16,0734089 B.C. Ltd.,Fort St John,British Columbia,Canada,"$100,598.40",2020-12-23
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Request for Proposal,11861,RFP,2020-11-26,0,2020-12-04,Garrett Log Services,New Westminster,British Columbia,Canada,"$10,000.00",2020-12-23
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Wildfire Risk Management,RFP21WHQ0215,RFP,2020-10-30,1,2020-11-26,B.A. Blackwell & Associates Ltd.,North Vancouver,British Columbia,Canada,"$150,000.00",2020-12-23
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Design, fabricate and supply SIX all steel portable bridges",ITQ-006427,Itq,2020-12-09,0,2020-12-18,Surespan Structures Ltd.,Duncan,British Columbia,Canada,"$443,251.20",2020-12-24
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Pelican V770 Single rifle cases,ITQ-006437,Itq,2020-12-15,1,2020-12-18,Professional Security Products Corp,Montreal,Quebec,Canada,"$10,076.85",2020-12-24
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.", Treated Timber - Various Locations,ITQ-006400,Itq,2020-12-08,1,2020-12-18,Stinger Welding Ltd,Prince George,British Columbia,Canada,"$555,753.80",2020-12-24
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Standing Offer for Hand Sanitizer Products(Chilliwack & PG),ITQ-006420,Itq,2020-12-11,1,2020-12-16,Hazmasters Inc.,Burnaby,British Columbia,Canada,$0.00,2020-12-30
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.","FY21 Design, fabricate, supply, concrete slab and 8 no-post barr",ITQ-006412,Itq,2020-12-08,3,2020-12-14,TRI-KON PRECAST PRODUCTS LTD.,Cranbrook,British Columbia,Canada,"$199,808.93",2020-12-30
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,AMERIGLO GL-816 Glock Pistol Sights,ITQ-006438,Itq,2020-12-11,0,2020-12-21,Rampart International Corp,Ottawa,Ontario,Canada,"$13,779.94",2020-12-30
Procurement Services Branch,Ministry of Citizens' Services,Remedy Custom Applications User Licenses and Continuous ,ITQ-006440,Itq,2020-12-14,0,2020-12-22,RJR Innovations Inc.,Ottawa,Ontario,Canada,"$206,159.15",2020-12-30
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,EOTECH G33 STS magnifiers,ITQ-006436,Itq,2020-12-10,0,2020-12-18,Wolverine Supplies Ltd.,Virden,Manitoba,Canada,"$88,042.50",2020-12-30
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",SUPPLY & DELIVERY OF LARGE BOAT TRAILER(Port McNeill),ITQ-006402R,Itq,2020-12-15,0,2020-12-23,Stephenson Enterprises Inc.,Abbotsford,British Columbia,Canada,"$16,792.16",2020-12-31
Procurement Services Branch,Ministry of Attorney General,Supply & Delivery of 7 Custom Video Equip Enclosures (Vancouver),ITQ-006447,Itq,2020-12-22,1,2020-12-30,Downtown Custom Metal Works Ltd.,Vancouver,British Columbia,Canada,"$14,933.12",2020-12-31
Procurement Services Branch,Ministry of Attorney General,COURTROOM EQUIPMENT - CISCO ROOM KIT,ITQ-006446,Itq,2020-12-17,0,2020-12-29,Charter Telecom Inc,Victoria,British Columbia,Canada,"$234,119.09",2020-12-31
